NGA,PolID,Time,PolPop,PolTerr,CapPop,levels,government,infrastr,writing,texts,money,irep
Susiana,IrPrCer,-7800,3.06470489,2.189815019,2.596329649,0.62,0.09,0.181818182,0,0,0.9,16
Susiana,IrPrCer,-7800,3.443146385,2.688719971,2.65422322,0.62,0.09,0.181818182,0,0,0.9,17
Susiana,IrPrCer,-7800,3.101902253,2.149988853,2.655216519,0.62,0.09,0.181818182,0,0,0.9,18
Susiana,IrPrCer,-7800,2.639112353,2.847080822,2.597050608,0.62,0.09,0.181818182,0,0,0.9,19
Susiana,IrPrCer,-7800,2.48716109,1.851997473,2.469317774,0.62,0.09,0.181818182,0,0,0.9,20
Kachi Plain,PkAcerN,-7500,3.0485519,2.833452692,2.70417579,0.364035158,0.027272727,0.275,0,0,1.8,1
Kachi Plain,PkAcerN,-7500,2.446302952,2.129864958,2.745754962,0.365939913,0.027272727,0.275,0,0,1.8,2
Kachi Plain,PkAcerN,-7500,3.054005686,2.534159749,2.556130945,0.447487423,0.027272727,0.275,0,0,1.8,3
Kachi Plain,PkAcerN,-7500,2.827580587,3.137274835,2.663964047,0.39393447,0.027272727,0.275,0,0,1.8,4
Kachi Plain,PkAcerN,-7500,2.832797489,1.957205282,2.717561297,0.4299555,0.027272727,0.275,0,0,1.8,5
Kachi Plain,PkAcerN,-7500,4.058202316,1.917939361,2.748032345,0.725725687,0.027272727,0.275,0,0,1.8,6
Kachi Plain,PkAcerN,-7500,3.127808823,2.337892765,2.72919635,0.471611937,0.027272727,0.275,0,0,1.8,7
Kachi Plain,PkAcerN,-7500,2.4842617,1.885684351,2.78040282,0.472621503,0.027272727,0.275,0,0,1.8,8
Kachi Plain,PkAcerN,-7500,3.237827964,1.473905196,2.641806865,0.424075871,0.027272727,0.275,0,0,1.8,9
Kachi Plain,PkAcerN,-7500,2.41910742,1.65027858,2.750228117,0.581184601,0.027272727,0.275,0,0,1.8,10
Kachi Plain,PkAcerN,-7500,2.192246711,2.685325142,2.714258661,0.422805199,0.027272727,0.275,0,0,1.8,11
Kachi Plain,PkAcerN,-7500,2.225229677,2.214215769,2.565986276,0.399248183,0.027272727,0.275,0,0,1.8,12
Kachi Plain,PkAcerN,-7500,2.383377783,2.350115377,2.665337488,0.38667888,0.027272727,0.275,0,0,1.8,13
Kachi Plain,PkAcerN,-7500,2.412444326,2.111250492,2.727824407,0.399339521,0.027272727,0.275,0,0,1.8,14
Kachi Plain,PkAcerN,-7500,2.53941119,2.085576909,2.682103374,0.366353243,0.027272727,0.275,0,0,1.8,15
Kachi Plain,PkAcerN,-7500,2.005169498,2.309795566,2.645265516,0.197014676,0.027272727,0.275,0,0,1.8,16
Kachi Plain,PkAcerN,-7500,2.258330775,1.98463138,2.755662414,0.451182085,0.027272727,0.275,0,0,1.8,17
Kachi Plain,PkAcerN,-7500,2.842420135,2.845150618,2.723900759,0.30559913,0.027272727,0.275,0,0,1.8,18
Kachi Plain,PkAcerN,-7500,3.089038384,2.8898688,2.673251238,0.481619272,0.027272727,0.275,0,0,1.8,19
Kachi Plain,PkAcerN,-7500,3.277436845,2.277392021,2.62615148,0.37216304,0.027272727,0.275,0,0,1.8,20
Susiana,IrForma,-7200,2.742785564,2.987084953,2.47631056,0.62,0.090909091,0.181818182,0,0,0.9,1
Susiana,IrForma,-7200,3.960613505,2.162164742,2.592948579,0.62,0.090909091,0.181818182,0,0,0.9,2
Susiana,IrForma,-7200,1.126430644,2.411875702,2.625626748,0.62,0.090909091,0.181818182,0,0,0.9,3
Susiana,IrForma,-7200,2.678613443,2.718156684,2.456230148,0.62,0.090909091,0.181818182,0,0,0.9,4
Susiana,IrForma,-7200,2.88455977,2.069714151,2.619050738,0.62,0.090909091,0.181818182,0,0,0.9,5
Susiana,IrForma,-7200,2.310513889,3.609043252,2.551770584,0.62,0.090909091,0.181818182,0,0,0.9,6
Susiana,IrForma,-7200,3.61861557,3.281390163,2.645740661,0.62,0.090909091,0.181818182,0,0,0.9,7
Susiana,IrForma,-7200,2.344291196,2.465810649,2.537528508,0.62,0.090909091,0.181818182,0,0,0.9,8
Susiana,IrForma,-7200,2.563097319,1.710770167,2.516681315,0.62,0.090909091,0.181818182,0,0,0.9,9
Susiana,IrForma,-7200,2.696797777,2.212584884,2.532844576,0.62,0.090909091,0.181818182,0,0,0.9,10
Susiana,IrForma,-7200,3.167442692,4.058861627,2.580536079,0.62,0.090909091,0.181818182,0,0,0.9,11
Susiana,IrForma,-7200,3.527256411,2.79152464,2.587287393,0.62,0.090909091,0.181818182,0,0,0.9,12
Susiana,IrForma,-7200,3.386961206,2.741162813,2.588877955,0.62,0.090909091,0.181818182,0,0,0.9,13
Susiana,IrForma,-7200,3.479930263,1.172871299,2.736317929,0.62,0.090909091,0.181818182,0,0,0.9,14
Susiana,IrForma,-7200,2.720376157,2.941938648,2.466131532,0.62,0.090909091,0.181818182,0,0,0.9,15
Susiana,IrForma,-7200,2.65034833,1.100966978,2.617711592,0.62,0.090909091,0.181818182,0,0,0.9,16
Susiana,IrForma,-7200,2.555144744,3.060544015,2.524126538,0.62,0.090909091,0.181818182,0,0,0.9,17
Susiana,IrForma,-7200,2.796987721,2.774833534,2.707165684,0.62,0.090909091,0.181818182,0,0,0.9,18
Susiana,IrForma,-7200,3.071180725,2.927461806,2.64869786,0.62,0.090909091,0.181818182,0,0,0.9,19
Susiana,IrForma,-7200,2.736737453,1.903468564,2.644687445,0.62,0.090909091,0.181818182,0,0,0.9,20
Konya Plain,TrNeoCR,-7000,2.871914151,3.73549885,1.965193281,0,0,0,0.2,0,0,1
Susiana,IrArcha,-7000,2.552954235,4.611207939,2.485942692,0.8,0.1,0.214285714,0,0,1,1
Konya Plain,TrNeoCR,-7000,3.396872913,1.424272213,2.941042311,0,0,0,0.2,0,0,2
Susiana,IrArcha,-7000,3.907793014,2.509168287,2.28684149,0.8,0.1,0.214285714,0,0,1,2
Konya Plain,TrNeoCR,-7000,2.49476954,1.779943215,1.927581305,0,0,0,0.2,0,0,3
Susiana,IrArcha,-7000,4.050034451,4.175082321,2.215191114,0.8,0.1,0.214285714,0,0,1,3
Konya Plain,TrNeoCR,-7000,1.862418928,3.100397677,1.92098512,0,0,0,0.2,0,0,4
Susiana,IrArcha,-7000,3.711604493,2.707030508,2.055604222,0.8,0.1,0.214285714,0,0,1,4
Konya Plain,TrNeoCR,-7000,3.245700809,0.480730202,1.325229652,0,0,0,0.2,0,0,5
Susiana,IrArcha,-7000,2.828646559,3.681323425,3.448781046,0.8,0.1,0.214285714,0,0,1,5
Konya Plain,TrNeoCR,-7000,0.830079915,3.014278966,2.328374071,0,0,0,0.2,0,0,6
Susiana,IrArcha,-7000,3.889748005,3.597241879,1.786197319,0.8,0.1,0.214285714,0,0,1,6
Konya Plain,TrNeoCR,-7000,0.601903505,0.522418648,1.749495555,0,0,0,0.2,0,0,7
Susiana,IrArcha,-7000,3.831817843,3.04853094,2.261272391,0.8,0.1,0.214285714,0,0,1,7
Konya Plain,TrNeoCR,-7000,3.591058303,2.702250244,1.423055837,0,0,0,0.2,0,0,8
Susiana,IrArcha,-7000,3.618395929,3.519478647,3.061405363,0.8,0.1,0.214285714,0,0,1,8
Konya Plain,TrNeoCR,-7000,2.263825492,3.373459293,1.87083718,0,0,0,0.2,0,0,9
Susiana,IrArcha,-7000,3.158652434,4.091227481,2.502446825,0.8,0.1,0.214285714,0,0,1,9
Konya Plain,TrNeoCR,-7000,2.163209476,2.783044979,1.394052871,0,0,0,0.2,0,0,10
Susiana,IrArcha,-7000,3.158935225,2.128093079,2.611284285,0.8,0.1,0.214285714,0,0,1,10
Konya Plain,TrNeoCR,-7000,2.917255707,3.378237553,1.263244754,0,0,0,0.2,0,0,11
Susiana,IrArcha,-7000,3.069899873,3.028632914,3.204687324,0.8,0.1,0.214285714,0,0,1,11
Konya Plain,TrNeoCR,-7000,1.349268758,3.280173038,2.692078986,0,0,0,0.2,0,0,12
Susiana,IrArcha,-7000,3.799423203,1.978384018,2.27654798,0.8,0.1,0.214285714,0,0,1,12
Konya Plain,TrNeoCR,-7000,2.214069035,3.788653349,2.579525737,0,0,0,0.2,0,0,13
Susiana,IrArcha,-7000,1.695097581,3.30552426,3.529980565,0.8,0.1,0.214285714,0,0,1,13
Konya Plain,TrNeoCR,-7000,2.839938714,2.302626811,1.734424184,0,0,0,0.2,0,0,14
Susiana,IrArcha,-7000,1.613951812,3.15777703,3.07091095,0.8,0.1,0.214285714,0,0,1,14
Konya Plain,TrNeoCR,-7000,3.731004503,3.014243804,2.527922084,0,0,0,0.2,0,0,15
Susiana,IrArcha,-7000,3.506089975,3.975055745,2.795351301,0.8,0.1,0.214285714,0,0,1,15
Konya Plain,TrNeoCR,-7000,2.937646297,2.9977815,0.952909678,0,0,0,0.2,0,0,16
Susiana,IrArcha,-7000,2.460718698,2.709220151,3.691833493,0.8,0.1,0.214285714,0,0,1,16
Konya Plain,TrNeoCR,-7000,3.643333701,3.079587329,2.345036863,0,0,0,0.2,0,0,17
Susiana,IrArcha,-7000,4.197127845,3.725427392,3.549320585,0.8,0.1,0.214285714,0,0,1,17
Konya Plain,TrNeoCR,-7000,3.20833997,2.607957015,1.345574607,0,0,0,0.2,0,0,18
Susiana,IrArcha,-7000,3.26699237,3.516007664,3.203142799,0.8,0.1,0.214285714,0,0,1,18
Konya Plain,TrNeoCR,-7000,2.525781196,2.738565263,1.759351911,0,0,0,0.2,0,0,19
Susiana,IrArcha,-7000,3.987066233,3.173015704,2.288712967,0.8,0.1,0.214285714,0,0,1,19
Konya Plain,TrNeoCR,-7000,2.825073977,1.43208162,3.45221588,0,0,0,0.2,0,0,20
Susiana,IrArcha,-7000,2.705777255,4.015179448,3.518741473,0.8,0.1,0.214285714,0,0,1,20
Konya Plain,TrNeoLT,-6600,3.409702845,1.909716393,3.733196659,0,0,0,0.166666667,0,0,1
Konya Plain,TrNeoLT,-6600,4.161087288,3.647903141,3.859352997,0,0,0,0.166666667,0,0,2
Konya Plain,TrNeoLT,-6600,3.60658676,2.966843762,3.781791667,0,0,0,0.166666667,0,0,3
Konya Plain,TrNeoLT,-6600,3.221384728,2.841543451,3.837296417,0,0,0,0.166666667,0,0,4
Konya Plain,TrNeoLT,-6600,3.42705957,2.880359395,3.444332606,0,0,0,0.166666667,0,0,5
Konya Plain,TrNeoLT,-6600,5.013739579,2.020007728,3.897133443,0,0,0,0.166666667,0,0,6
Konya Plain,TrNeoLT,-6600,3.895930807,2.254781103,3.609961074,0,0,0,0.166666667,0,0,7
Konya Plain,TrNeoLT,-6600,3.659672425,-0.879310685,3.660008199,0,0,0,0.166666667,0,0,8
Konya Plain,TrNeoLT,-6600,3.461988066,4.08645564,3.499960956,0,0,0,0.166666667,0,0,9
Konya Plain,TrNeoLT,-6600,2.786731407,2.14370723,3.818104904,0,0,0,0.166666667,0,0,10
Konya Plain,TrNeoLT,-6600,3.15281317,1.399076489,3.738217175,0,0,0,0.166666667,0,0,11
Konya Plain,TrNeoLT,-6600,3.459717071,-0.30142341,3.665380417,0,0,0,0.166666667,0,0,12
Konya Plain,TrNeoLT,-6600,3.478868203,2.476026533,3.736757923,0,0,0,0.166666667,0,0,13
Konya Plain,TrNeoLT,-6600,2.417727515,2.550618905,3.659633918,0,0,0,0.166666667,0,0,14
Konya Plain,TrNeoLT,-6600,5.16368446,2.958134148,3.714834146,0,0,0,0.166666667,0,0,15
Konya Plain,TrNeoLT,-6600,3.040957853,3.252443027,3.806250353,0,0,0,0.166666667,0,0,16
Konya Plain,TrNeoLT,-6600,3.774788713,3.5152427,3.782683776,0,0,0,0.166666667,0,0,17
Konya Plain,TrNeoLT,-6600,3.280307544,2.900127903,3.84510997,0,0,0,0.166666667,0,0,18
Konya Plain,TrNeoLT,-6600,2.889904615,2.78278509,3.692046263,0,0,0,0.166666667,0,0,19
Konya Plain,TrNeoLT,-6600,2.765667291,2.166630603,3.739072336,0,0,0,0.166666667,0,0,20
Konya Plain,TrClcER,-6000,3.524464545,0,3.585777229,1.230470653,0.1,0.1,0.55,0.1,0.6,1
Susiana,IrKhzE*,-6000,2.931047509,3.51861582,2.538108891,0.8,0.1,0.45,0,0,0.9,1
Konya Plain,TrClcER,-6000,3.637027136,0,3.476596785,1.281977011,0.1,0.1,0.55,0.1,0.6,2
Susiana,IrKhzE*,-6000,3.662184455,1.57766934,2.774526413,0.8,0.1,0.45,0,0,0.9,2
Konya Plain,TrClcER,-6000,3.597997252,0,3.418607908,1.002726068,0.1,0.1,0.55,0.1,0.6,3
Susiana,IrKhzE*,-6000,2.922008352,3.066572938,2.71574929,0.8,0.1,0.95,0,0,0.9,3
Konya Plain,TrClcER,-6000,3.528056768,0,3.451272479,1.271980102,0.1,0.1,0.55,0.1,0.6,4
Susiana,IrKhzE*,-6000,2.657400003,2.207834062,2.407620041,0.8,0.1,0.95,0,0,0.9,4
Konya Plain,TrClcER,-6000,3.607692664,0,3.506855963,1.313240987,0.1,0.1,0.55,0.1,0.6,5
Susiana,IrKhzE*,-6000,1.992496537,2.231345719,2.781794938,0.8,0.1,0.95,0,0,0.9,5
Konya Plain,TrClcER,-6000,3.619730301,0,3.537945924,1.112100203,0.1,0.1,0.55,0.1,0.6,6
Susiana,IrKhzE*,-6000,2.51414343,3.363702404,2.789303983,0.8,0.1,0.95,0,0,0.9,6
Konya Plain,TrClcER,-6000,3.546020788,0,3.485698058,1.15753576,0.1,0.1,0.55,0.1,0.6,7
Susiana,IrKhzE*,-6000,2.595058254,2.475402353,2.685241094,0.8,0.1,0.45,0,0,0.9,7
Konya Plain,TrClcER,-6000,3.466570256,0,3.513747135,1.104396562,0.1,0.1,0.55,0.1,0.6,8
Susiana,IrKhzE*,-6000,3.019888212,2.605797645,2.807077745,0.8,0.1,0.45,0,0,0.9,8
Konya Plain,TrClcER,-6000,3.323695801,0,3.548626343,1.314865677,0.1,0.1,0.55,0.1,0.6,9
Susiana,IrKhzE*,-6000,3.614041146,2.970915353,2.774903776,0.8,0.1,0.95,0,0,0.9,9
Konya Plain,TrClcER,-6000,3.556341602,0,3.511124752,1.189057764,0.1,0.1,0.55,0.1,0.6,10
Susiana,IrKhzE*,-6000,2.989129311,3.233283116,2.723422143,0.8,0.1,0.95,0,0,0.9,10
Konya Plain,TrClcER,-6000,3.633354426,0,3.539974729,1.285498569,0.1,0.1,0.55,0.1,0.6,11
Susiana,IrKhzE*,-6000,3.324986055,3.20962187,2.782790942,0.8,0.1,0.95,0,0,0.9,11
Konya Plain,TrClcER,-6000,3.565032206,0,3.511921765,1.222014297,0.1,0.1,0.55,0.1,0.6,12
Susiana,IrKhzE*,-6000,1.201333316,2.578484747,2.548670817,0.8,0.1,0.95,0,0,0.9,12
Konya Plain,TrClcER,-6000,3.508722481,0,3.570690867,1.22295577,0.1,0.1,0.55,0.1,0.6,13
Susiana,IrKhzE*,-6000,3.406467287,3.550200585,2.526715214,0.8,0.1,0.45,0,0,0.9,13
Konya Plain,TrClcER,-6000,3.480287106,0,3.443444208,1.234134647,0.1,0.1,0.55,0.1,0.6,14
Susiana,IrKhzE*,-6000,3.004645849,2.524037286,2.677369257,0.8,0.1,0.45,0,0,0.9,14
Konya Plain,TrClcER,-6000,3.532316135,0,3.431950917,1.225702033,0.1,0.1,0.55,0.1,0.6,15
Susiana,IrKhzE*,-6000,3.236906719,3.313370056,2.784857115,0.8,0.1,0.45,0,0,0.9,15
Konya Plain,TrClcER,-6000,3.509382432,0,3.526566704,1.099026889,0.1,0.1,0.55,0.1,0.6,16
Susiana,IrKhzE*,-6000,2.848708453,2.807205688,2.880470705,0.8,0.1,0.45,0,0,0.9,16
Konya Plain,TrClcER,-6000,3.542356991,0,3.578992935,1.16848122,0.1,0.1,0.55,0.1,0.6,17
Susiana,IrKhzE*,-6000,1.237935674,0.783631302,2.236406078,0.8,0.1,0.95,0,0,0.9,17
Konya Plain,TrClcER,-6000,3.391051358,0,3.513614111,1.224535855,0.1,0.1,0.55,0.1,0.6,18
Susiana,IrKhzE*,-6000,3.288627486,2.157320411,2.705470329,0.8,0.1,0.95,0,0,0.9,18
Konya Plain,TrClcER,-6000,3.468689037,0,3.496026638,1.28746287,0.1,0.1,0.55,0.1,0.6,19
Susiana,IrKhzE*,-6000,2.339011437,2.966219459,2.642858991,0.8,0.1,0.95,0,0,0.9,19
Konya Plain,TrClcER,-6000,3.515255734,0,3.566319244,1.203379772,0.1,0.1,0.55,0.1,0.6,20
Susiana,IrKhzE*,-6000,2.21848148,3.007215613,2.275315333,0.8,0.1,0.95,0,0,0.9,20
Susiana,IrKhzEM,-5700,2.433302751,3.149005001,2.58947533,0.931763036,0.181818182,0.3125,0,0,0.6,1
Susiana,IrKhzEM,-5700,3.455462653,2.94172221,2.761854713,0.949289955,0.181818182,0.3125,0,0,0.6,2
Susiana,IrKhzEM,-5700,2.527722545,2.801106788,2.803225191,0.978091817,0.090909091,0.3125,0,0,3,3
Susiana,IrKhzEM,-5700,1.759369072,2.770393058,2.652638301,1.03622725,0.090909091,0.3125,0,0,3,4
Susiana,IrKhzEM,-5700,3.255660509,2.772559477,2.659461141,0.955450559,0.090909091,0.3125,0,0,3,5
Susiana,IrKhzEM,-5700,3.410429305,2.678495841,2.763591958,0.918185456,0.181818182,0.3125,0,0,0.6,6
Susiana,IrKhzEM,-5700,3.916423955,2.907260957,2.534102087,0.956119415,0.181818182,0.3125,0,0,3,7
Susiana,IrKhzEM,-5700,3.116195435,4.402289651,2.69856214,0.950501655,0.090909091,0.3125,0,0,3,8
Susiana,IrKhzEM,-5700,3.480818181,3.899151069,2.557357341,1.011147992,0.181818182,0.3125,0,0,3,9
Susiana,IrKhzEM,-5700,3.66687371,2.489344792,2.220979608,0.975905517,0.181818182,0.3125,0,0,3,10
Susiana,IrKhzEM,-5700,2.853538731,2.198506247,2.324305805,0.943776199,0.090909091,0.3125,0,0,3,11
Susiana,IrKhzEM,-5700,3.058920849,2.613005758,2.810566365,0.914861668,0.181818182,0.3125,0,0,3,12
Susiana,IrKhzEM,-5700,2.243081007,1.985930787,2.502298427,0.895207088,0.090909091,0.3125,0,0,3,13
Susiana,IrKhzEM,-5700,2.928316012,4.411953912,2.829435058,0.981946028,0.181818182,0.3125,0,0,1,14
Susiana,IrKhzEM,-5700,2.072314727,2.109720014,2.308512863,0.894457898,0.181818182,0.3125,0,0,0.6,15
Susiana,IrKhzEM,-5700,2.283655687,2.946876517,2.806652761,0.8796657,0.181818182,0.3125,0,0,0.6,16
Susiana,IrKhzEM,-5700,3.130511566,2.425398014,2.774178486,0.888524842,0.090909091,0.3125,0,0,3,17
Susiana,IrKhzEM,-5700,2.636209314,2.821573333,2.346817417,0.94379676,0.090909091,0.3125,0,0,1,18
Susiana,IrKhzEM,-5700,1.701805641,2.755758514,2.544932388,0.998322377,0.181818182,0.3125,0,0,1,19
Susiana,IrKhzEM,-5700,3.827315333,1.616091965,2.772011291,0.84925533,0.181818182,0.3125,0,0,0.6,20
Kachi Plain,PkCeraN,-5500,1.789097998,2.946762305,2.7999945,0.605224372,0.027272727,0.266666667,0,0,1.8,1
Kachi Plain,PkCeraN,-5500,2.785125416,1.817408445,2.682868224,0.420994826,0.027272727,0.266666667,0,0,1.8,2
Kachi Plain,PkCeraN,-5500,4.166285478,2.723660197,2.728332831,0.242657241,0.027272727,0.35,0,0,1.8,3
Kachi Plain,PkCeraN,-5500,2.622107075,2.861544966,2.783609056,0.325959374,0.027272727,0.35,0,0,1.8,4
Kachi Plain,PkCeraN,-5500,3.6857084,2.231614562,2.62285127,0.201072775,0.027272727,0.35,0,0,1.8,5
Kachi Plain,PkCeraN,-5500,2.020775862,2.178588115,2.711224097,0.317096103,0.027272727,0.266666667,0,0,1.8,6
Kachi Plain,PkCeraN,-5500,2.920011833,2.857347913,2.690563297,0.600878444,0.027272727,0.266666667,0,0,1.8,7
Kachi Plain,PkCeraN,-5500,3.565710533,2.405104195,2.72803233,0.439881153,0.027272727,0.35,0,0,1.8,8
Kachi Plain,PkCeraN,-5500,2.792175803,0.891423427,2.758155578,0.524364675,0.027272727,0.35,0,0,1.8,9
Kachi Plain,PkCeraN,-5500,2.87878127,3.540737947,2.720181112,0.290871983,0.027272727,0.35,0,0,1.8,10
Kachi Plain,PkCeraN,-5500,2.554344615,1.954627993,2.683992575,0.33971903,0.027272727,0.35,0,0,1.8,11
Kachi Plain,PkCeraN,-5500,2.316805946,1.952119075,2.63744353,0.434325677,0.027272727,0.266666667,0,0,1.8,12
Kachi Plain,PkCeraN,-5500,2.275319636,1.578379935,2.570775623,0.346574955,0.027272727,0.266666667,0,0,1.8,13
Kachi Plain,PkCeraN,-5500,2.857580638,0.937235385,2.728910632,0.459655034,0.027272727,0.35,0,0,1.8,14
Kachi Plain,PkCeraN,-5500,2.809272005,2.596510492,2.75565715,0.463545653,0.027272727,0.266666667,0,0,1.8,15
Kachi Plain,PkCeraN,-5500,2.419709017,3.019177224,2.657575847,0.315353854,0.027272727,0.35,0,0,1.8,16
Kachi Plain,PkCeraN,-5500,3.532117234,1.359737367,2.643263092,0.420739994,0.027272727,0.266666667,0,0,1.8,17
Kachi Plain,PkCeraN,-5500,2.617483323,2.301287206,2.682341869,0.290791376,0.027272727,0.35,0,0,1.8,18
Kachi Plain,PkCeraN,-5500,2.7135511,2.212310057,2.786475541,0.344479896,0.027272727,0.35,0,0,1.8,19
Kachi Plain,PkCeraN,-5500,3.408436987,3.693983364,2.680786518,0.441649901,0.027272727,0.266666667,0,0,1.8,20
Susiana,IrKhzM*,-5100,3.495593838,2.27941977,3.294055796,0.91015002,0.081818182,0.3,0,0,2.7,1
Susiana,IrKhzM*,-5100,4.287517663,2.87384001,3.378240528,0.850750119,0.172727273,0.3,0,0,2.7,2
Susiana,IrKhzM*,-5100,4.162099896,1.103135131,3.268756275,0.98682967,0.172727273,0.3,0,0,2.7,3
Susiana,IrKhzM*,-5100,4.701739161,3.657574468,3.502768555,0.865929092,0.172727273,0.3,0,0,2.7,4
Susiana,IrKhzM*,-5100,4.02581583,1.692918095,3.270685625,0.968268142,0.172727273,0.3,0,0,2.7,5
Susiana,IrKhzM*,-5100,3.650020855,2.555205994,3.424065637,0.886788683,0.172727273,0.3,0,0,2.7,6
Susiana,IrKhzM*,-5100,3.142272704,2.864969144,2.909186491,0.928226594,0.263636364,0.3,0,0,2.7,7
Susiana,IrKhzM*,-5100,4.773956948,3.066440672,3.318513125,0.835209966,0.081818182,0.3,0,0,2.7,8
Susiana,IrKhzM*,-5100,2.48586584,2.427051135,2.986047174,0.897857359,0.172727273,0.3,0,0,2.7,9
Susiana,IrKhzM*,-5100,3.56879036,3.440460868,3.290367931,0.974637863,0.172727273,0.3,0,0,2.7,10
Susiana,IrKhzM*,-5100,3.627658079,3.057840523,3.029674116,1.002974893,0.172727273,0.3,0,0,2.7,11
Susiana,IrKhzM*,-5100,4.165656095,2.416803871,3.366942524,0.959396091,0.172727273,0.3,0,0,2.7,12
Susiana,IrKhzM*,-5100,2.171273147,3.809605692,3.447817101,0.886032063,0.172727273,0.3,0,0,2.7,13
Susiana,IrKhzM*,-5100,3.007734558,3.092902412,2.81597897,0.922537478,0.263636364,0.3,0,0,2.7,14
Susiana,IrKhzM*,-5100,2.251532435,2.598032504,3.312518469,0.905448486,0.081818182,0.3,0,0,2.7,15
Susiana,IrKhzM*,-5100,4.275487632,3.141422599,3.30288052,0.903269991,0.172727273,0.3,0,0,2.7,16
Susiana,IrKhzM*,-5100,2.977586867,2.457807913,3.311648692,0.757169224,0.172727273,0.3,0,0,2.7,17
Susiana,IrKhzM*,-5100,3.525782608,2.897742781,3.164464464,0.857378954,0.172727273,0.3,0,0,2.7,18
Susiana,IrKhzM*,-5100,3.419998483,2.913875362,3.338263623,1.014842114,0.172727273,0.3,0,0,2.7,19
Susiana,IrKhzM*,-5100,4.192232473,4.341771084,3.326195118,0.88547667,0.172727273,0.3,0,0,2.7,20
